hazard,metric,filename,rcp,epoch,gcm,impact_model
extreme_heat,exposure,lange2020_hwmid-humidex_miroc5_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2050_exposure.tif,2.6,2050,MIROC5,hwmid-humidex
extreme_heat,exposure,lange2020_hwmid-humidex_miroc5_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2080_exposure.tif,2.6,2080,MIROC5,hwmid-humidex
extreme_heat,exposure,lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2030_exposure.tif,6.0,2030,MIROC5,hwmid-humidex
extreme_heat,exposure,lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2050_exposure.tif,6.0,2050,MIROC5,hwmid-humidex
extreme_heat,exposure,lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2080_exposure.tif,6.0,2080,MIROC5,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_gfdl-esm2m_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005_baseline_occurrence.tif,baseline,baseline,GFDL-ESM2M,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_gfdl-esm2m_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2030_occurrence.tif,2.6,2030,GFDL-ESM2M,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_gfdl-esm2m_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2050_occurrence.tif,2.6,2050,GFDL-ESM2M,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_gfdl-esm2m_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2080_occurrence.tif,2.6,2080,GFDL-ESM2M,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_gfdl-esm2m_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2030_occurrence.tif,6.0,2030,GFDL-ESM2M,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_gfdl-esm2m_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2050_occurrence.tif,6.0,2050,GFDL-ESM2M,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_gfdl-esm2m_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2080_occurrence.tif,6.0,2080,GFDL-ESM2M,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_hadgem2-es_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005_baseline_occurrence.tif,baseline,baseline,HadGEM2-ES,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2030_occurrence.tif,2.6,2030,HadGEM2-ES,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2050_occurrence.tif,2.6,2050,HadGEM2-ES,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2080_occurrence.tif,2.6,2080,HadGEM2-ES,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2030_occurrence.tif,6.0,2030,HadGEM2-ES,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2050_occurrence.tif,6.0,2050,HadGEM2-ES,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2080_occurrence.tif,6.0,2080,HadGEM2-ES,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005_baseline_occurrence.tif,baseline,baseline,IPSL-CM5A-LR,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2030_occurrence.tif,2.6,2030,IPSL-CM5A-LR,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2050_occurrence.tif,2.6,2050,IPSL-CM5A-LR,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2080_occurrence.tif,2.6,2080,IPSL-CM5A-LR,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2030_occurrence.tif,6.0,2030,IPSL-CM5A-LR,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2050_occurrence.tif,6.0,2050,IPSL-CM5A-LR,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2080_occurrence.tif,6.0,2080,IPSL-CM5A-LR,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005_baseline_occurrence.tif,baseline,baseline,MIROC5,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_miroc5_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2030_occurrence.tif,2.6,2030,MIROC5,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_miroc5_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2050_occurrence.tif,2.6,2050,MIROC5,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_miroc5_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2080_occurrence.tif,2.6,2080,MIROC5,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2030_occurrence.tif,6.0,2030,MIROC5,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2050_occurrence.tif,6.0,2050,MIROC5,hwmid-humidex
extreme_heat,occurrence,lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2080_occurrence.tif,6.0,2080,MIROC5,hwmid-humidex
