hazard,path,rp,rcp,epoch,gcm,key
riverine,./raw_data/processed_data/input/hazard-aqueduct/inunriver_historical_000000000WATCH_1980_rp00002.tif,,baseline,present,WATCH,inunriver_historical_000000000WATCH_1980_rp00002
