hazard,metric,path,rcp,epoch,gcm,key
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2050_occurence.tif,2x6,2050,hadgem2-es,lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2080_occurence.tif,2x6,2080,hadgem2-es,lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2030_occurence.tif,2x6,2030,hadgem2-es,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2050_occurence.tif,2x6,2050,hadgem2-es,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2080_occurence.tif,2x6,2080,hadgem2-es,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2030_occurence.tif,6x0,2030,hadgem2-es,lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2050_occurence.tif,6x0,2050,hadgem2-es,lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2080_occurence.tif,6x0,2080,hadgem2-es,lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2030_occurence.tif,6x0,2030,hadgem2-es,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2050_occurence.tif,6x0,2050,hadgem2-es,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_hadgem2-es_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2080_occurence.tif,6x0,2080,hadgem2-es,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_hadgem2-es_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005_baseline_occurence.tif,baseline,baseline,hadgem2-es,lange2020_hwmid-humidex_hadgem2-es_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_hadgem2-es_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005_baseline_occurence.tif,baseline,baseline,hadgem2-es,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2030_occurence.tif,2x6,2030,ipsl-cm5a-lr,lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2050_occurence.tif,2x6,2050,ipsl-cm5a-lr,lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2080_occurence.tif,2x6,2080,ipsl-cm5a-lr,lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2030_occurence.tif,2x6,2030,ipsl-cm5a-lr,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2050_occurence.tif,2x6,2050,ipsl-cm5a-lr,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2080_occurence.tif,2x6,2080,ipsl-cm5a-lr,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2030_occurence.tif,6x0,2030,ipsl-cm5a-lr,lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2050_occurence.tif,6x0,2050,ipsl-cm5a-lr,lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2080_occurence.tif,6x0,2080,ipsl-cm5a-lr,lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2030_occurence.tif,6x0,2030,ipsl-cm5a-lr,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2050_occurence.tif,6x0,2050,ipsl-cm5a-lr,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2080_occurence.tif,6x0,2080,ipsl-cm5a-lr,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005_baseline_occurence.tif,baseline,baseline,ipsl-cm5a-lr,lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_ipsl-cm5a-lr_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005_baseline_occurence.tif,baseline,baseline,ipsl-cm5a-lr,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_miroc5_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2030_occurence.tif,2x6,2030,miroc5,lange2020_hwmid-humidex_miroc5_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_miroc5_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2050_occurence.tif,2x6,2050,miroc5,lange2020_hwmid-humidex_miroc5_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_miroc5_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2080_occurence.tif,2x6,2080,miroc5,lange2020_hwmid-humidex_miroc5_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_miroc5_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2030_occurence.tif,2x6,2030,miroc5,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_miroc5_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2050_occurence.tif,2x6,2050,miroc5,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_miroc5_ewembi_rcp26_nosoc_co2_leh_global_annual_2006_2099_2080_occurence.tif,2x6,2080,miroc5,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2030_occurence.tif,6x0,2030,miroc5,lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2050_occurence.tif,6x0,2050,miroc5,lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2080_occurence.tif,6x0,2080,miroc5,lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2030_occurence.tif,6x0,2030,miroc5,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2050_occurence.tif,6x0,2050,miroc5,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_miroc5_ewembi_rcp60_nosoc_co2_leh_global_annual_2006_2099_2080_occurence.tif,6x0,2080,miroc5,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,occurrence,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/occurrence/lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005_baseline_occurence.tif,baseline,baseline,miroc5,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
extreme_heat,exposure,/home/dusted/code/oxford/infra-risk-vis/etl/raw_data/processed_data/input/hazard-isimp_extreme_heat/exposure/lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005_baseline_occurence.tif,baseline,baseline,miroc5,lange2020_hwmid-humidex_miroc5_ewembi_historical_nosoc_co2_leh_global_annual_1861_2005
